Card ID,Week,System,Module,Topic,Subtopic,Learning Objective,Difficulty,Depth of Knowledge,Tier,Question,Answer,Explanation,Common Misconception,Tags
W1-383,Week 1,Tissues,Tissues,Nervous Tissue,Nervous Tissue,"Classify the four tissue types and their subtypes by structure, function, and location.",5,3,core,A slide of brain tissue shows large signaling cells surrounded by many smaller helper cells. Name each population.,The large signaling cells are neurons; the smaller helper cells are neuroglia.,Large signaling cells are neurons; smaller helper cells are neuroglia.,Calling every brain cell a neuron.,nervous tissue; neurons; neuroglia; board
W1-384,Week 1,Tissues,Tissues,Nervous Tissue,Nervous Tissue,"Classify the four tissue types and their subtypes by structure, function, and location.",5,3,core,"If a disease selectively destroyed neuroglia, which cells would lose their support and protection?",The neurons.,Destroying neuroglia strips neurons of their support and protection.,Thinking neurons are unaffected by loss of neuroglia.,nervous tissue; neuroglia; application
W1-385,Week 1,Tissues,Tissues,Body Membranes,Body Membranes,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is a body membrane?,A thin sheet that combines an epithelium with an underlying connective tissue.,A body membrane pairs an epithelium with underlying connective tissue.,Thinking a body membrane is a single cell layer.,body membranes; definition
W1-386,Week 1,Tissues,Tissues,Body Membranes,Body Membranes,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Which body membrane has no epithelium?,The synovial membrane.,The synovial membrane is unique in having no epithelium.,Thinking every membrane contains epithelium.,body membranes; synovial membrane
W1-387,Week 1,Tissues,Tissues,Body Membranes,Body Membranes,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,What is the cutaneous membrane?,"The skin: a keratinized epithelium over dense connective tissue, forming a dry membrane.","The cutaneous membrane is the skin, a dry keratinized epithelium over dense connective tissue.",Thinking the skin is a mucous membrane.,body membranes; cutaneous membrane
W1-388,Week 1,Tissues,Tissues,Body Membranes,Body Membranes,"Classify the four tissue types and their subtypes by structure, function, and location.",4,2,core,Compare cutaneous and mucous membranes by moisture and location.,The cutaneous membrane is dry and covers the body surface; mucous membranes are moist and line cavities open to the outside.,Cutaneous is dry and covers the surface; mucous is moist and lines open cavities.,Thinking mucous membranes cover the outer body.,body membranes; cutaneous membrane; mucous membrane
W1-389,Week 1,Tissues,Tissues,Body Membranes,Body Membranes,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,What kind of cavity does a mucous membrane line?,"Cavities that open to the outside, such as the digestive and respiratory tracts.","Mucous membranes line cavities open to the outside, like the gut and airways.",Thinking mucous membranes line closed cavities.,body membranes; mucous membrane
W1-390,Week 1,Tissues,Tissues,Body Membranes,Body Membranes,"Classify the four tissue types and their subtypes by structure, function, and location.",4,2,core,Why is the synovial membrane different from every other body membrane?,"It is built of connective tissue only, with no epithelium, and it secretes lubricating fluid into joints.",The synovial membrane is connective tissue only and secretes joint-lubricating fluid.,Thinking the synovial membrane has an epithelial layer.,body membranes; synovial membrane
W1-391,Week 1,Tissues,Tissues,Body Membranes,Body Membranes,"Classify the four tissue types and their subtypes by structure, function, and location.",5,3,core,A membrane lines the closed ventral cavities and is a simple squamous epithelium over thin connective tissue. Which membrane is it?,A serous membrane.,A simple squamous lining over thin connective tissue in closed cavities is a serous membrane.,Confusing a serous with a mucous membrane.,body membranes; serous membrane; classification
W1-392,Week 1,Tissues,Tissues,Body Membranes,Body Membranes,"Classify the four tissue types and their subtypes by structure, function, and location.",5,3,core,Compare serous and mucous membranes by the cavities they line.,Serous membranes line closed ventral cavities; mucous membranes line cavities that open to the outside.,Serous membranes line closed ventral cavities; mucous membranes line cavities open to the outside.,Reversing which membrane lines open cavities.,body membranes; serous membrane; mucous membrane
W1-393,Week 1,Tissues,Tissues,Body Membranes,Body Membranes,"Classify the four tissue types and their subtypes by structure, function, and location.",6,3,core,"A joint cavity needs a lubricated, low-friction lining but no barrier epithelium. Which membrane fits, and why?","The synovial membrane, because it is connective tissue only and secretes lubricating fluid.","A lubricated, epithelium-free joint lining is the synovial membrane.",Guessing a serous membrane for a joint cavity.,body membranes; synovial membrane; board
W1-394,Week 1,Tissues,Tissues,Tissue Clinical,Tissue Clinical,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,"From which tissue type do most cancers, called carcinomas, arise?",Epithelium.,Carcinomas arise from epithelium because it divides and turns over the most.,Thinking most cancers arise from connective tissue.,tissue clinical; carcinoma; epithelium
W1-395,Week 1,Tissues,Tissues,Tissue Clinical,Tissue Clinical,"Classify the four tissue types and their subtypes by structure, function, and location.",4,2,core,Why do carcinomas arise most often from epithelium?,"Epithelium divides and turns over constantly, and rapidly dividing tissue is where carcinomas develop.",Constant epithelial turnover is where carcinomas develop.,Thinking slowly dividing tissue is the main cancer source.,tissue clinical; carcinoma; epithelium
W1-396,Week 1,Tissues,Tissues,Tissue Clinical,Tissue Clinical,"Classify the four tissue types and their subtypes by structure, function, and location.",6,3,core,"Why does a small skin cut hurt and heal quickly, while a torn meniscus does neither?","Epithelium has a rich nerve supply and dividing cells, so it hurts and heals fast; cartilage is avascular, so it barely repairs.",Epithelium heals fast and hurts thanks to nerves and dividing cells; avascular cartilage barely repairs.,Thinking cartilage heals as readily as skin.,tissue clinical; epithelium; cartilage; comparison
W1-397,Week 1,Tissues,Tissues,Tissue Clinical,Tissue Clinical,"Classify the four tissue types and their subtypes by structure, function, and location.",5,3,core,A tendon tears when a joint is twisted rather than pulled straight. Which tissue property explains this?,"Dense regular connective tissue is strong only along its parallel collagen, so off-axis force tears it.","Parallel collagen makes dense regular tissue strong only along its length, so off-axis force tears it.",Thinking a tendon resists twisting as well as straight pull.,tissue clinical; dense regular; application
W1-398,Week 1,Tissues,Tissues,Tissue Clinical,Tissue Clinical,"Classify the four tissue types and their subtypes by structure, function, and location.",4,3,core,A student says connective tissue is mostly cells packed tightly together. Why is that wrong?,"Connective tissue is mostly extracellular matrix, fibers and ground substance, with the cells spread far apart.",Connective tissue is mostly extracellular matrix with the cells spread apart.,Thinking connective tissue is densely packed with cells.,tissue clinical; connective tissue; misconception
W1-399,Week 1,Tissues,Tissues,Tissue Clinical,Tissue Clinical,"Classify the four tissue types and their subtypes by structure, function, and location.",6,3,core,Trace how the wall of the gut can contain all four tissue types.,"Epithelium lines the inner surface, connective tissue supports it beneath, smooth muscle in the wall moves the contents, and nervous tissue controls that movement.","The gut wall shows all four tissues: epithelial lining, connective support, smooth muscle, and nervous control.",Thinking an organ contains only one tissue type.,tissue clinical; four tissue types; synthesis
W1-400,Week 1,Tissues,Tissues,Tissue Clinical,Tissue Clinical,"Classify the four tissue types and their subtypes by structure, function, and location.",7,3,core,"A slide shows tightly packed cells with a free apical surface resting on a basement membrane and little matrix between them. Which tissue type is it, and what job can you predict?","Epithelial tissue; it covers or lines a surface, so it likely serves protection, absorption, or secretion.",Packed cells with a free surface on a basement membrane and little matrix mark epithelium.,Mistaking epithelium for connective tissue.,tissue clinical; epithelium; identification; board
W1-401,Week 1,Integumentary,Integumentary,Integument Overview,Integument definition,Name the two layers of the skin and the hypodermis beneath them.,2,1,core,What is the integumentary system?,"The skin together with its accessory structures: hair, nails, and glands.",The system is more than skin; the accessory structures all grow from it.,"Students think the integumentary system is only the skin and forget hair, nails, and glands.",integumentary; overview
W1-402,Week 1,Integumentary,Integumentary,Integument Overview,Skin layers,Name the two layers of the skin and the hypodermis beneath them.,2,1,core,What are the two layers of the skin?,The epidermis and the dermis.,The hypodermis lies beneath but is not counted as skin.,Students count the hypodermis as a third layer of skin.,integumentary; skin layers; epidermis; dermis
W1-403,Week 1,Integumentary,Integumentary,Integument Overview,Hypodermis,Name the two layers of the skin and the hypodermis beneath them.,4,2,core,Why is the hypodermis not considered part of the skin proper?,"It is a subcutaneous layer of mostly adipose that anchors the skin, but it is not one of the skin's two layers.",It anchors skin to underlying structures and insulates the body.,Calling the hypodermis the third layer of skin.,integumentary; hypodermis
W1-404,Week 1,Integumentary,Integumentary,Integument Overview,Skin layers,Name the two layers of the skin and the hypodermis beneath them.,4,2,core,Compare the epidermis and dermis by tissue type.,The epidermis is keratinized stratified squamous epithelium; the dermis is mostly connective tissue.,"Epithelium above, connective tissue below, a recurring skin pattern.",Thinking both layers are epithelium.,integumentary; epidermis; dermis
W1-405,Week 1,Integumentary,Integumentary,Integument Overview,Epidermis,Name the two layers of the skin and the hypodermis beneath them.,2,1,core,Which layer of the skin is avascular?,The epidermis.,It has no blood vessels and is fed by diffusion from the dermis.,Assuming the epidermis has its own blood supply.,integumentary; epidermis; avascular
W1-406,Week 1,Integumentary,Integumentary,Integument Overview,Epidermis,Name the two layers of the skin and the hypodermis beneath them.,4,2,core,Why must the epidermis rely on the dermis for nutrients?,"The epidermis is avascular, so nutrients diffuse up from vessels in the dermis.",This is why the deeper vascular dermis keeps the surface alive.,Believing epidermal cells receive blood directly.,integumentary; epidermis; dermis
W1-407,Week 1,Integumentary,Integumentary,Integument Overview,Dermis,Name the two layers of the skin and the hypodermis beneath them.,4,2,core,"Which skin layer holds the blood vessels, nerves, and glands?",The dermis.,The dermis is the working connective-tissue layer of the skin.,Placing glands and vessels in the epidermis.,integumentary; dermis
W1-408,Week 1,Integumentary,Integumentary,Integument Overview,Hypodermis,Name the two layers of the skin and the hypodermis beneath them.,4,2,core,"What is the hypodermis made of, and what does it do?",Mostly adipose tissue; it anchors the skin to underlying structures and insulates.,Also called the subcutaneous layer; it is the site of subcutaneous injections.,Thinking the hypodermis is muscle.,integumentary; hypodermis
W1-409,Week 1,Integumentary,Integumentary,Integument Overview,Skin layers,Name the two layers of the skin and the hypodermis beneath them.,4,2,core,Compare the epidermis and dermis by blood supply.,The epidermis is avascular; the dermis is vascular and carries the blood vessels.,The vascular dermis feeds the avascular epidermis.,Thinking both layers are vascular.,integumentary; epidermis; dermis; vascularity
W1-410,Week 1,Integumentary,Integumentary,Integument Overview,Skin layers,Name the two layers of the skin and the hypodermis beneath them.,4,2,core,"List the skin from superficial to deep, including the layer beneath it.","Epidermis, then dermis, then the hypodermis beneath.",Only the first two are skin proper; the hypodermis is subcutaneous.,Ordering the dermis above the epidermis.,integumentary; skin layers; ordering
W1-411,Week 1,Integumentary,Integumentary,Integument Overview,Clinical,"Relate the anatomy of the skin layers to clinical scenarios such as burns, injections, and healing.",6,3,core,A subcutaneous injection is placed in the fatty layer beneath the skin. Which layer is that?,The hypodermis.,'Subcutaneous' literally means below the skin.,Confusing subcutaneous (hypodermis) with intradermal (dermis).,integumentary; hypodermis; clinical; injection
W1-412,Week 1,Integumentary,Integumentary,Integument Overview,Epidermis,Name the two layers of the skin and the hypodermis beneath them.,6,3,core,The skin's surface stays alive despite having no blood vessels of its own. Explain how.,The avascular epidermis receives nutrients by diffusion from the vascular dermis beneath it.,The short diffusion distance is one reason the epidermis stays thin.,Thinking the epidermis is nourished by sweat or by air.,integumentary; epidermis; dermis; board
W1-413,Week 1,Integumentary,Integumentary,Integument Overview,Dermis,"Relate the anatomy of the skin layers to clinical scenarios such as burns, injections, and healing.",6,3,core,A burn destroys the epidermis but spares the dermis. Which functions of the deeper layer remain intact?,"The dermis still holds its blood vessels, nerves, glands, and hair follicles.",Sparing the dermis preserves the sources of regeneration and sensation.,Assuming that losing the epidermis destroys the glands and follicles.,integumentary; dermis; clinical; burns
W1-414,Week 1,Integumentary,Integumentary,Epidermis,Strata order,List the five strata of the epidermis in order and identify the cell types of the epidermis.,4,2,core,List the five strata of the epidermis from deep to superficial.,"Stratum basale, stratum spinosum, stratum granulosum, stratum lucidum, stratum corneum.",New cells are born deep and are pushed up through each layer.,Reversing the order and starting from the corneum.,integumentary; epidermis; strata; ordering
W1-415,Week 1,Integumentary,Integumentary,Epidermis,Stratum basale,List the five strata of the epidermis in order and identify the cell types of the epidermis.,2,1,core,Which epidermal stratum is the deepest?,The stratum basale.,It sits directly on the basement membrane.,Naming the corneum as the deepest layer.,integumentary; epidermis; stratum basale
W1-416,Week 1,Integumentary,Integumentary,Epidermis,Stratum basale,List the five strata of the epidermis in order and identify the cell types of the epidermis.,4,2,core,Why is the stratum basale critical for skin renewal?,It is a single row of dividing cells that continually produces new keratinocytes.,The new cells are pushed toward the surface as more form beneath them.,Thinking the surface layer is the one that divides.,integumentary; epidermis; stratum basale
W1-417,Week 1,Integumentary,Integumentary,Epidermis,Stratum corneum,List the five strata of the epidermis in order and identify the cell types of the epidermis.,2,1,core,"Which stratum is the surface layer of flat, dead, keratinized cells?",The stratum corneum.,"It is the tough, water-resistant barrier of the skin.",Calling the corneum a living layer.,integumentary; epidermis; stratum corneum
W1-418,Week 1,Integumentary,Integumentary,Epidermis,Stratum granulosum,List the five strata of the epidermis in order and identify the cell types of the epidermis.,4,2,core,In which stratum does keratinization begin?,The stratum granulosum.,Cells here fill with keratohyalin granules.,Thinking keratin first appears in the stratum basale.,integumentary; epidermis; stratum granulosum; keratinization
W1-419,Week 1,Integumentary,Integumentary,Epidermis,Stratum granulosum,List the five strata of the epidermis in order and identify the cell types of the epidermis.,4,2,core,"What waterproofs the epidermis, and where is it released?","Lamellar granules of lipid, released by keratinocytes in the stratum granulosum.",This lipid seals the layers against water loss.,Thinking keratin alone waterproofs the skin.,integumentary; epidermis; stratum granulosum; waterproofing
W1-420,Week 1,Integumentary,Integumentary,Epidermis,Stratum lucidum,List the five strata of the epidermis in order and identify the cell types of the epidermis.,4,2,core,Which stratum is present only in thick skin?,The stratum lucidum.,"It is a clear, thin layer found in the palms and soles.",Thinking the lucidum is present in all skin.,integumentary; epidermis; stratum lucidum; thick skin
W1-421,Week 1,Integumentary,Integumentary,Epidermis,Thick vs thin skin,List the five strata of the epidermis in order and identify the cell types of the epidermis.,4,2,core,Compare thick and thin skin by their strata.,Thick skin of the palms and soles has all five strata; thin skin lacks the stratum lucidum.,"Thick versus thin refers to epidermal thickness, not the whole skin.",Thinking thick skin simply has a thicker dermis.,integumentary; epidermis; thick skin; thin skin
W1-422,Week 1,Integumentary,Integumentary,Epidermis,Stratum spinosum,List the five strata of the epidermis in order and identify the cell types of the epidermis.,2,1,core,Which stratum has a spiny appearance and several cell layers?,The stratum spinosum.,The 'spines' are shrinkage artifacts at the desmosomes.,Confusing the spinosum with the granulosum.,integumentary; epidermis; stratum spinosum
W1-423,Week 1,Integumentary,Integumentary,Epidermis,Keratinocyte journey,List the five strata of the epidermis in order and identify the cell types of the epidermis.,4,2,core,Trace a keratinocyte's journey through the epidermis.,"Born in the stratum basale, it is pushed up through the spinosum, granulosum, (lucidum in thick skin), and corneum, where it is shed.",The cell dies and flattens as it rises.,Thinking keratinocytes stay in one layer.,integumentary; epidermis; keratinocyte
W1-424,Week 1,Integumentary,Integumentary,Epidermis,Thick vs thin skin,List the five strata of the epidermis in order and identify the cell types of the epidermis.,6,3,core,"A biopsy shows a clear, thin band just above the granulosum. From which body region is the skin most likely?","Thick skin of the palm or sole, because the band is the stratum lucidum.",Only thick skin contains a stratum lucidum.,Assuming any skin sample can show a lucidum.,integumentary; epidermis; stratum lucidum; thick skin
W1-425,Week 1,Integumentary,Integumentary,Epidermis,Stratum corneum,List the five strata of the epidermis in order and identify the cell types of the epidermis.,4,2,core,Why is the stratum corneum well suited to be the body's barrier?,"It is many layers of flat, dead, keratin-filled cells that resist abrasion and water loss.","Dead, keratinized cells make a durable shield.",Thinking the barrier layer is living tissue.,integumentary; epidermis; stratum corneum
W1-426,Week 1,Integumentary,Integumentary,Epidermis,Strata comparison,List the five strata of the epidermis in order and identify the cell types of the epidermis.,5,2,core,Compare the stratum basale and stratum corneum by cell activity.,The basale is living and dividing; the corneum is dead and keratinized.,"Life at the bottom, protection at the top.",Thinking corneum cells still divide.,integumentary; epidermis; stratum basale; stratum corneum
W1-427,Week 1,Integumentary,Integumentary,Epidermis,Strata order,List the five strata of the epidermis in order and identify the cell types of the epidermis.,7,3,core,"In thick skin, through which strata, in order, must a keratinocyte pass from dividing to shed?","Basale, spinosum, granulosum, lucidum, corneum.",The lucidum step occurs only in thick skin.,Skipping the lucidum when describing thick skin.,integumentary; epidermis; strata; ordering; thick skin
W1-428,Week 1,Integumentary,Integumentary,Epidermis,Stratum basale,List the five strata of the epidermis in order and identify the cell types of the epidermis.,3,1,core,On what structure does the stratum basale rest?,The basement membrane.,The basement membrane anchors the epidermis to the dermis.,Thinking the basale rests directly on adipose tissue.,integumentary; epidermis; stratum basale; basement membrane
W1-429,Week 1,Integumentary,Integumentary,Epidermis,Clinical,"Relate the anatomy of the skin layers to clinical scenarios such as burns, injections, and healing.",7,3,core,A wound spares the stratum basale. Why can the epidermis still regenerate?,"The basale is the dividing layer, so intact basal cells regrow the epidermis.","If the basale is destroyed, a graft is needed.",Thinking any epidermal layer can regenerate the skin.,integumentary; epidermis; stratum basale; clinical; healing
W1-430,Week 1,Integumentary,Integumentary,Epidermis,Keratinization,List the five strata of the epidermis in order and identify the cell types of the epidermis.,7,3,core,Why does keratinization make the outer epidermis both tough and water-resistant?,"As cells rise they fill with keratin and are sealed by lamellar lipid, forming a dead, hardened, waterproof surface.",Structural protein plus a lipid barrier work together.,"Thinking keratin alone, without the lipid, does the job.",integumentary; epidermis; keratinization
W1-431,Week 1,Integumentary,Integumentary,Epidermis,Epidermal cells,List the five strata of the epidermis in order and identify the cell types of the epidermis.,3,1,core,What is the main cell of the epidermis?,The keratinocyte.,"It produces keratin, the protective protein of the epidermis.",Thinking melanocytes are the most numerous epidermal cell.,integumentary; epidermis; keratinocyte
W1-432,Week 1,Integumentary,Integumentary,Epidermis,Epidermal cells,List the five strata of the epidermis in order and identify the cell types of the epidermis.,5,2,core,"What do keratinocytes produce, and why does it matter?","Keratin, the tough protein that protects the epidermis.",Keratin gives the skin its durability.,Confusing keratin with melanin.,integumentary; epidermis; keratinocyte; keratin
W1-433,Week 1,Integumentary,Integumentary,Epidermis,Epidermal cells,List the five strata of the epidermis in order and identify the cell types of the epidermis.,3,1,core,Which epidermal cell produces melanin?,The melanocyte.,Melanin colors the skin and shields it against UV light.,Thinking keratinocytes make the pigment.,integumentary; epidermis; melanocyte; melanin
W1-434,Week 1,Integumentary,Integumentary,Epidermis,Epidermal cells,List the five strata of the epidermis in order and identify the cell types of the epidermis.,5,2,core,How does melanin protect the skin?,It shields the skin against UV light while also giving it color.,Melanocytes pass the pigment to nearby keratinocytes.,Thinking melanin's only role is color.,integumentary; epidermis; melanocyte; melanin; UV
W1-435,Week 1,Integumentary,Integumentary,Epidermis,Epidermal cells,List the five strata of the epidermis in order and identify the cell types of the epidermis.,5,2,core,Compare keratinocytes and melanocytes by product and role.,Keratinocytes make keratin for protection; melanocytes make melanin for color and UV shielding.,"Two different products, two different jobs.",Thinking one cell type does both jobs.,integumentary; epidermis; keratinocyte; melanocyte
W1-436,Week 1,Integumentary,Integumentary,Epidermis,Epidermal cells,List the five strata of the epidermis in order and identify the cell types of the epidermis.,5,2,core,"What is another name for tactile cells, and what do they sense?","Merkel cells; paired with a nerve ending, they sense touch.",They lie in the deep epidermis.,Thinking Merkel cells are immune cells.,integumentary; epidermis; tactile cells; Merkel cells
W1-437,Week 1,Integumentary,Integumentary,Epidermis,Epidermal cells,List the five strata of the epidermis in order and identify the cell types of the epidermis.,5,2,core,"What is another name for dendritic cells, and what is their role?",Langerhans cells; they are immune cells that patrol the epidermis.,They detect pathogens breaching the surface.,Confusing Langerhans cells of the skin with the islet cells of the pancreas.,integumentary; epidermis; dendritic cells; Langerhans cells
W1-438,Week 1,Integumentary,Integumentary,Epidermis,Epidermal cells,List the five strata of the epidermis in order and identify the cell types of the epidermis.,5,2,core,Compare tactile cells and dendritic cells by function.,Tactile (Merkel) cells sense touch; dendritic (Langerhans) cells provide immune defense.,"One senses, one defends.",Swapping the roles of the two cells.,integumentary; epidermis; Merkel cells; Langerhans cells
W1-439,Week 1,Integumentary,Integumentary,Epidermis,Epidermal cells,List the five strata of the epidermis in order and identify the cell types of the epidermis.,7,3,core,An epidermal cell partners with a sensory nerve ending. Which cell type is it?,A tactile (Merkel) cell.,Its job is touch reception.,Guessing melanocyte because it is also a specialized cell.,integumentary; epidermis; Merkel cells; classification
W1-440,Week 1,Integumentary,Integumentary,Epidermis,Epidermal cells,List the five strata of the epidermis in order and identify the cell types of the epidermis.,7,3,core,A person's melanocytes make very little melanin. Which protection is most reduced?,Protection against UV light.,Less melanin means less UV shielding and a higher risk of burns and damage.,Thinking low melanin mainly affects touch or immunity.,integumentary; epidermis; melanocyte; UV; application
W1-441,Week 1,Integumentary,Integumentary,Epidermis,Epidermal cells,List the five strata of the epidermis in order and identify the cell types of the epidermis.,7,3,core,Name the four epidermal cell types and pair each with its one-word job.,"Keratinocyte (protection), melanocyte (pigment), tactile/Merkel cell (touch), dendritic/Langerhans cell (immunity).","Four cells, four jobs, one epithelium.",Forgetting the immune and touch cells and listing only keratinocytes and melanocytes.,integumentary; epidermis; epidermal cells; board
W1-442,Week 1,Integumentary,Integumentary,Dermis,Dermal layers,Distinguish the papillary and reticular layers of the dermis and the structures each contains.,3,1,core,What are the two layers of the dermis?,The papillary layer and the reticular layer.,The papillary layer is superficial; the reticular layer is deep.,Confusing the dermal layers with the epidermal strata.,integumentary; dermis; papillary layer; reticular layer
W1-443,Week 1,Integumentary,Integumentary,Dermis,Dermal layers,Distinguish the papillary and reticular layers of the dermis and the structures each contains.,5,2,core,Compare the papillary and reticular dermis by connective tissue type.,The papillary layer is areolar connective tissue; the reticular layer is dense irregular connective tissue.,"Loose tissue above, dense tissue below.",Thinking both dermal layers are dense.,integumentary; dermis; papillary layer; reticular layer
W1-444,Week 1,Integumentary,Integumentary,Dermis,Dermal papillae,Distinguish the papillary and reticular layers of the dermis and the structures each contains.,5,2,core,What are dermal papillae?,Finger-like projections of the papillary layer that push up into the epidermis.,They interlock dermis and epidermis and can raise friction ridges.,Thinking the papillae are part of the epidermis.,integumentary; dermis; dermal papillae
W1-445,Week 1,Integumentary,Integumentary,Dermis,Dermal papillae,Distinguish the papillary and reticular layers of the dermis and the structures each contains.,5,2,core,How do dermal papillae produce fingerprints?,"On the palms and soles they raise the epidermis into friction ridges, the basis of fingerprints.",The ridges improve grip and leave prints.,Thinking fingerprints are formed in the epidermis alone.,integumentary; dermis; dermal papillae; fingerprints
W1-446,Week 1,Integumentary,Integumentary,Dermis,Sensory receptors,Distinguish the papillary and reticular layers of the dermis and the structures each contains.,5,2,core,"Which corpuscles sit in the dermal papillae, and what do they sense?",Tactile (Meissner) corpuscles; they sense light touch.,Their shallow position suits fine touch.,Placing Pacinian corpuscles in the papillae.,integumentary; dermis; Meissner corpuscles; light touch
W1-447,Week 1,Integumentary,Integumentary,Dermis,Sensory receptors,Distinguish the papillary and reticular layers of the dermis and the structures each contains.,5,2,core,"Which corpuscles lie in the deep reticular layer, and what do they sense?",Lamellated (Pacinian) corpuscles; they sense deep pressure.,Their deep location suits deep-pressure detection.,Thinking Pacinian corpuscles sense light touch.,integumentary; dermis; Pacinian corpuscles; deep pressure
W1-448,Week 1,Integumentary,Integumentary,Dermis,Sensory receptors,Distinguish the papillary and reticular layers of the dermis and the structures each contains.,7,3,core,Compare tactile (Meissner) and lamellated (Pacinian) corpuscles by location and stimulus.,Meissner corpuscles are in the papillary layer for light touch; Pacinian corpuscles are in the deep reticular layer for deep pressure.,Depth matches the stimulus each receptor detects.,Swapping their depths or their stimuli.,integumentary; dermis; Meissner corpuscles; Pacinian corpuscles
W1-449,Week 1,Integumentary,Integumentary,Dermis,Reticular layer,Distinguish the papillary and reticular layers of the dermis and the structures each contains.,5,2,core,"What tissue makes up the bulk of the dermis, and in which layer?","Dense irregular connective tissue, in the reticular layer.","This is the strong, stretch-resistant core of the skin.",Thinking areolar tissue makes up the bulk of the dermis.,integumentary; dermis; reticular layer; dense irregular
W1-450,Week 1,Integumentary,Integumentary,Dermis,Reticular layer,Distinguish the papillary and reticular layers of the dermis and the structures each contains.,5,2,core,How do collagen and elastic fibers in the reticular layer serve the skin?,Collagen gives strength and elastic fibers give stretch and recoil.,Together they let skin resist tearing yet spring back.,Thinking one fiber type provides both strength and recoil.,integumentary; dermis; reticular layer; collagen; elastic fibers
W1-451,Week 1,Integumentary,Integumentary,Dermis,Reticular layer,Distinguish the papillary and reticular layers of the dermis and the structures each contains.,5,2,core,"Which dermal layer holds the blood vessels, nerve endings, glands, and hair follicles?",The reticular layer.,The deep dermis houses the working structures of the skin.,Putting hair follicles in the papillary layer.,integumentary; dermis; reticular layer
W1-452,Week 1,Integumentary,Integumentary,Dermis,Dermal cells,Distinguish the papillary and reticular layers of the dermis and the structures each contains.,3,1,core,What is the main cell of the dermis?,The fibroblast.,It builds the collagen and elastic fibers of the dermal matrix.,Thinking keratinocytes are found in the dermis.,integumentary; dermis; fibroblast
W1-453,Week 1,Integumentary,Integumentary,Dermis,Dermal cells,Distinguish the papillary and reticular layers of the dermis and the structures each contains.,5,2,core,Compare the roles of dermal macrophages and mast cells.,Macrophages are wandering phagocytes that engulf debris and pathogens; mast cells release chemicals during injury and allergy.,"One engulfs invaders, the other triggers responses.",Thinking both cells are phagocytes.,integumentary; dermis; macrophages; mast cells
W1-454,Week 1,Integumentary,Integumentary,Dermis,Papillary layer,Distinguish the papillary and reticular layers of the dermis and the structures each contains.,7,3,core,A biopsy of the superficial dermis shows loose areolar tissue thrown into papillae. Which dermal layer is it?,The papillary layer.,Areolar tissue and papillae mark the papillary layer.,Guessing the reticular layer.,integumentary; dermis; papillary layer; classification
W1-455,Week 1,Integumentary,Integumentary,Dermis,Dermal papillae,Distinguish the papillary and reticular layers of the dermis and the structures each contains.,7,3,core,Why are fingerprints unique to the palms and soles rather than all skin?,Only there do dermal papillae raise the epidermis into friction ridges.,These ridges form the fingerprint pattern.,Thinking all skin has friction ridges.,integumentary; dermis; dermal papillae; fingerprints
W1-456,Week 1,Integumentary,Integumentary,Dermis,Dermal cells,Distinguish the papillary and reticular layers of the dermis and the structures each contains.,3,1,core,Which dermal cell releases chemicals during injury and allergy?,The mast cell.,It drives inflammation and allergic responses.,Confusing mast cells with macrophages.,integumentary; dermis; mast cells
W1-457,Week 1,Integumentary,Integumentary,Dermis,Clinical,"Relate the anatomy of the skin layers to clinical scenarios such as burns, injections, and healing.",7,3,core,A splinter reaches a layer rich in blood vessels and nerve endings; it bleeds and hurts. Which skin layer did it reach?,"The dermis, specifically the reticular layer.","The vascular, innervated dermis bleeds and signals pain.",Thinking the avascular epidermis is what bleeds.,integumentary; dermis; clinical
W1-458,Week 1,Integumentary,Integumentary,Dermis,Sensory receptors,Distinguish the papillary and reticular layers of the dermis and the structures each contains.,7,3,core,Light touch and deep pressure on the same fingertip are detected by different receptors. Name each and its dermal location.,Light touch by Meissner corpuscles in the papillary layer; deep pressure by Pacinian corpuscles in the deep reticular layer.,Receptor depth matches the stimulus.,Assuming a single receptor detects both.,integumentary; dermis; Meissner corpuscles; Pacinian corpuscles; board
W1-459,Week 1,Integumentary,Integumentary,Hair,Hair structure,"Identify the accessory structures of the skin: hair, nails, and glands.",3,1,core,What is hair?,A strand of keratinized cells produced by a hair follicle.,"Hair is dead keratinized tissue, like the outer epidermis.",Thinking hair is living tissue along its length.,integumentary; hair
W1-460,Week 1,Integumentary,Integumentary,Hair,Hair structure,"Identify the accessory structures of the skin: hair, nails, and glands.",5,2,core,Compare the hair shaft and hair root by location.,The shaft is the part above the skin surface; the root is the part within the follicle.,Surface versus embedded.,Swapping shaft and root.,integumentary; hair; hair shaft; hair root
W1-461,Week 1,Integumentary,Integumentary,Hair,Hair follicle,"Identify the accessory structures of the skin: hair, nails, and glands.",5,2,core,What is a hair follicle?,A tube of epidermal and dermal tissue that surrounds the hair root.,It combines both skin layers around the root.,Thinking the follicle is purely epidermal.,integumentary; hair; hair follicle
